Date,Mean_Temp_C,Variance_Temp_C
2024-01-01,-23.95243110656736,0.8088128426716139
2024-01-02,-23.527412796020485,2.6409027850665248
2024-01-03,-23.17654393513995,0.41307878814243143
2024-01-04,-25.25850397745766,0.6222182865587659
2024-01-05,-24.732326253255184,1.1598812822420665
2024-01-06,-24.388372802734352,0.1209969930156755
2024-01-07,-26.66956240336098,0.12137488202966372
2024-01-08,-25.66144154866534,0.680053991239725
2024-01-09,-25.989672088623024,2.258331102168692
2024-01-10,-26.017546081542946,2.1705265768493214
2024-01-11,-28.487477366129536,0.10700880235365023
2024-01-12,-29.694651031494118,0.38132449676534935
2024-01-13,-28.41067733764646,0.9524910279287724
2024-01-14,-30.225119654337544,0.21999676542044552
2024-01-15,-30.60581181844073,0.3373418832763693
2024-01-16,-25.743653361002583,5.598640450231162
2024-01-17,-21.12560373942055,0.549011152367004
2024-01-18,-24.525972112019833,2.159531568593795
2024-01-19,-26.610266749064106,1.4429571334326787
2024-01-20,-21.247604115804013,2.7795899004542868
2024-01-21,-16.35183118184405,1.336584297047213
2024-01-22,-20.452210489908833,2.346613834935447
2024-01-23,-22.367943191528298,1.0562321940148347
2024-01-24,-24.421937052408833,0.15683197867797896
2024-01-25,-23.763922119140602,0.19708757639940208
2024-01-26,-23.30518252054848,0.20886330101792638
2024-01-27,-23.346463267008442,1.1169308591617868
2024-01-28,-21.267591222127255,3.860590322893485
2024-01-29,-14.850233459472634,4.160727477690671
2024-01-30,-14.527740859985329,5.326160403760393
2024-01-31,-17.438957595825173,0.46186756230720977
2024-02-01,-17.451140467325825,0.1447134562958025
2024-02-02,-18.840162658691384,0.5590293697120311
2024-02-03,-18.64095280965167,0.46792839777804657
2024-02-04,-19.70018043518064,0.9877220646752297
2024-02-05,-20.333090845743794,0.0570847622289471
2024-02-06,-19.5207211812337,0.06168738492447625
2024-02-07,-16.766132100423153,0.6273552324208949
2024-02-08,-18.188601557413715,1.1494396245103011
2024-02-09,-20.459957504272438,0.07303928994830737
2024-02-10,-20.990438842773415,0.8533171034650877
2024-02-11,-22.523404184977192,0.14943272715350356
2024-02-12,-24.08545277913409,0.339098344104261
2024-02-13,-24.3013608296712,0.3410299127750073
2024-02-14,-21.358026250203427,2.906623687284284
2024-02-15,-22.598661804199196,2.437532022750626
2024-02-16,-21.263037745157856,9.256269670760554
2024-02-17,-16.09653447469073,0.3779515034774603
2024-02-18,-17.47552337646482,1.3453452431907256
2024-02-19,-21.465695444742817,2.775821624904186
2024-02-20,-18.3388847351074,4.778105138340227
2024-02-21,-17.13990948994952,0.762352082771233
2024-02-22,-15.61236673990883,0.5374858261525838
2024-02-23,-16.296406173706032,0.9592310074234168
2024-02-24,-15.66967875162758,0.5380835339827981
2024-02-25,-17.1072436014811,1.906475519876242
2024-02-26,-11.762476984659807,3.901826805735457
2024-02-27,-12.154748026529925,5.469814172706619
2024-02-28,-10.768674596150694,4.958562490297077
2024-02-29,-14.272195561726866,2.1266324650686226
2024-03-01,-12.167280578613259,8.350856621885518
2024-03-02,-9.65456873575844,0.5208381998996224
2024-03-03,-10.910761896769182,0.38818860314940046
2024-03-04,-11.172205988566057,0.6723092462921664
2024-03-05,-14.437970225016253,2.0478613304811817
2024-03-06,-17.645521545410134,0.11850203121624266
2024-03-07,-19.30058835347491,0.8838477663517148
2024-03-08,-21.18667577107745,0.11494198146424929
2024-03-09,-22.716552480061825,0.6266063580001678
2024-03-10,-25.108143870035786,0.4402726205088483
2024-03-11,-27.41207351684568,0.6873171985159084
2024-03-12,-28.185357793172177,0.21742799668532423
2024-03-13,-28.59245402018227,0.1707068978899365
2024-03-14,-23.850787226359028,3.937780169963744
2024-03-15,-23.074840927124,4.344074287060114
2024-03-16,-26.84892374674477,0.1251391546619642
2024-03-17,-26.09207445780434,0.36298826835465864
2024-03-18,-23.849089686075825,0.5806843922081397
2024-03-19,-19.278829956054665,3.6317351395846345
2024-03-20,-20.985730870564755,0.42029747188361294
2024-03-21,-21.17162106831866,0.3554382427921357
2024-03-22,-24.26029307047524,2.4907067895336596
2024-03-23,-27.860475921630837,0.3483150609972654
2024-03-24,-26.19948743184405,1.5298118171239263
2024-03-25,-22.655703608194965,0.17914971775179664
2024-03-26,-21.88962529500323,0.6078017899789202
2024-03-27,-24.254565938313778,0.9200940565335461
2024-03-28,-25.083432896931942,0.490935355327464
2024-03-29,-21.104999923706032,1.0322177306188678
2024-03-30,-21.334099197387673,0.776214364902747
