Date,Mean_Temp_C,Variance_Temp_C
2024-01-01,-28.023801549275692,1.2304791934046888
2024-01-02,-28.649890009562153,1.6640725862230787
2024-01-03,-22.640573883056618,3.546268598375415
2024-01-04,-24.400512440999325,4.577977577785431
2024-01-05,-28.306300862630184,2.9776316492676007
2024-01-06,-19.07090861002602,3.3062393586474683
2024-01-07,-21.570766830444313,5.600800441263952
2024-01-08,-24.235985819498676,3.3843608917409753
2024-01-09,-31.358405812581356,3.3481493515217955
2024-01-10,-34.09974009195961,8.715375362481508
2024-01-11,-22.462086741129536,2.324686559497624
2024-01-12,-26.743967437744118,12.43297909264705
2024-01-13,-35.633740488688126,1.0954970660564467
2024-01-14,-36.251079940795876,0.45220499512530904
2024-01-15,-39.421241505940735,1.453741238509085
2024-01-16,-38.316976928710915,2.559721102375382
2024-01-17,-27.275180562337216,28.12733746457121
2024-01-18,-14.677095158894835,1.0165468247428684
2024-01-19,-17.245357894897438,5.000503436522801
2024-01-20,-15.04268875122068,2.743038832641711
2024-01-21,-16.87600110371905,2.0875295053309757
2024-01-22,-13.128886922200499,2.587553685543955
2024-01-23,-18.226016108194965,5.0643447247562605
2024-01-24,-15.477275594075499,0.4160059779080459
2024-01-25,-13.038824462890602,1.9012294142545823
2024-01-26,-15.91065127054848,0.3782844349136414
2024-01-27,-13.059923553466774,1.4872549552868197
2024-01-28,-13.983981196085589,1.062576786323512
2024-01-29,-16.267551167805966,0.35263108457567993
2024-01-30,-14.553294245401995,0.43490742184763387
2024-01-31,-16.909904861450173,3.2740208138384332
2024-02-01,-13.493132654825823,10.630936742934457
2024-02-02,-9.741122945149717,1.5166894483004902
2024-02-03,-17.351483408610004,5.766497413315747
2024-02-04,-20.23533668518064,0.8905733209066966
2024-02-05,-24.438315455118794,2.815482607469878
2024-02-06,-21.1642758687337,1.6935208289635029
2024-02-07,-13.457619730631487,46.25602921181255
2024-02-08,-7.050255203247048,3.5196640983012912
2024-02-09,-12.790117009480772,32.89011066559235
2024-02-10,-25.086793009440083,4.124020333104353
2024-02-11,-25.024869028727192,0.9605008484973544
2024-02-12,-29.299889628092426,8.566017499672148
2024-02-13,-33.45533218383787,1.0951716872174682
2024-02-14,-30.764845911661762,2.2051490327960184
2024-02-15,-28.737415059407528,2.5124440091248186
2024-02-16,-27.46705792744952,3.403988934480569
2024-02-17,-27.7065605163574,2.2739745302484757
2024-02-18,-20.96518809000649,33.82238951966995
2024-02-19,-13.562619272867815,0.2878266653262674
2024-02-20,-9.520118459065733,6.175904064185388
2024-02-21,-8.963477198282854,1.897766787451676
2024-02-22,-14.409648640950499,12.80783668472173
2024-02-23,-17.1588736216227,4.96334545417105
2024-02-24,-9.098796590169249,15.198202767014868
2024-02-25,-5.26870193481443,0.443900684423473
2024-02-26,-1.7964939117431413,3.576742659416292
2024-02-27,-3.8638137817382585,0.30812011583475396
2024-02-28,-3.2267637888590266,4.643575601667383
2024-02-29,-8.595926030476866,3.147245564827447
2024-03-01,-8.830040995279925,2.320789966143719
2024-03-02,-2.7877881368001076,3.082278136880228
2024-03-03,-7.609166844685849,39.57819145992553
2024-03-04,-20.22567278544106,5.717224665053639
2024-03-05,-20.598451995849587,14.334458420116183
2024-03-06,-24.374281311035134,7.9554923715186305
2024-03-07,-15.336477025349913,7.535936225622411
2024-03-08,-20.637766265869118,11.080458471498181
2024-03-09,-26.44807917277016,9.908735429032175
2024-03-10,-29.49917577107745,8.035821684265914
2024-03-11,-28.58834304809568,10.30158971970377
2024-03-12,-21.771539433797177,37.55355333172054
2024-03-13,-13.760911051432268,2.616159548278018
2024-03-14,-14.504758580525694,3.69564539151381
2024-03-15,-9.744355901082335,15.89936372246747
2024-03-16,-7.768113199869769,10.364760386615268
2024-03-17,-6.9927092234293395,12.5816083268142
2024-03-18,-10.97059033711749,5.105239699400246
2024-03-19,-15.15936381022133,12.369175204961925
2024-03-20,-21.396782302856423,17.076554175646987
2024-03-21,-20.628245417276997,22.958944907537642
2024-03-22,-21.77795257568357,5.621997501410078
2024-03-23,-23.11128972371417,4.5562301158384395
2024-03-24,-24.92548027038572,8.644975247178081
2024-03-25,-25.05039761861163,11.925368758577761
2024-03-26,-19.75461552937823,15.282107281749227
2024-03-27,-18.554126485188778,13.622695068376037
2024-03-28,-16.22910346984861,5.215078403247996
2024-03-29,-14.338316980997698,3.673605289368021
2024-03-30,-12.717074457804339,11.527180571302678
2024-03-31,-12.490843200683571,11.132717474926418
2024-04-01,-7.143112564086891,12.03615474413406
2024-04-02,-7.825139745076474,13.41549941017446
2024-04-03,-11.712513351440407,4.7841161333162745
2024-04-04,-14.067955398559548,2.4189480672224213
2024-04-05,-13.108817164103167,9.36436775407209
2024-04-06,-9.681087875366188,12.398269020696413
2024-04-07,-5.6933533986409275,5.1258232550264635
2024-04-08,-9.062616729736305,18.26651473392364
2024-04-09,-17.112020874023415,18.125545322545804
2024-04-10,-19.26895116170245,14.510948702652563
2024-04-11,-13.863830947875954,32.84634696542465
2024-04-12,-3.9968939463297297,5.801748468317077
2024-04-13,-8.187041982014952,9.717858142237269
2024-04-14,-15.019923909505186,14.168955980056326
2024-04-15,-11.780652109781878,14.941420985267738
2024-04-16,-6.471065902709938,26.505119092196157
2024-04-17,-14.814849599202452,0.43767528072769196
2024-04-18,-13.925086085001604,7.9555148532280215
2024-04-19,-15.498141988118467,8.644903910824926
2024-04-20,-16.7735345204671,3.531533958574275
2024-04-21,-15.738865915934221,4.5213318017178805
2024-04-22,-13.301444117228167,8.21487210138932
2024-04-23,-11.139776611328102,7.276133719307836
2024-04-24,-7.113175455729144,7.024070133759071
2024-04-25,-6.8923585255940525,6.01752516982338
2024-04-26,-4.503121439615863,8.316459320711957
2024-04-27,-1.0665515899657976,3.5382285019016613
2024-04-28,-7.639720662434873,11.844022373429553
2024-04-29,-7.5317106882730895,8.281333063942133
2024-04-30,-4.443122609456357,5.975155980344021
2024-05-01,-7.244092686971006,3.1728996278248407
2024-05-02,-10.081548436482725,2.9186027697962547
2024-05-03,-9.044709269205706,6.496718243844548
2024-05-04,-8.37643152872719,5.654847758180242
2024-05-05,-6.8642105102538835,10.280297816828048
2024-05-06,-8.38564783732094,13.147023990748698
2024-05-07,-7.842845662434873,3.6764937954075214
2024-05-08,-4.481745147705055,3.5521932776173344
2024-05-09,-2.5207097371419045,4.9729534833200475
2024-05-10,0.10499153137209305,5.424013547508366
2024-05-11,-0.8336719512939226,8.709199706428384
2024-05-12,-3.136193339029925,4.150897722238571
2024-05-13,-3.0083030700683366,2.0078028722443073
2024-05-14,-1.5903444925943784,3.8416707650548134
2024-05-15,-1.5107362111409277,3.049206145747626
2024-05-16,0.13402519226076492,2.177017965922763
2024-05-17,-0.9214532216389747,1.4785879586993873
2024-05-18,-1.9676383972167741,1.820066179308924
2024-05-19,2.016290918986025,6.607447570160325
