Date,Mean_UV,Variance_UV
2024-06-14,132808.33333333334,16680846162.555555
2024-06-15,121670.66666666667,13410968355.555555
2024-06-16,111299.33333333333,11838704431.555563
2024-06-17,42099.0,1674513577.6666667
2024-06-18,78200.66666666667,5068469514.222221
2024-06-19,81329.33333333333,9106071518.222223
2024-06-20,125665.33333333333,15145521523.555557
2024-06-21,104720.66666666667,14108762959.555555
2024-06-22,126190.33333333333,14879242826.555557
2024-06-23,127339.0,16190777129.666666
2024-06-24,133020.33333333334,16719239903.888887
2024-06-25,133792.0,16898403914.666666
2024-06-26,124782.33333333333,15308353871.888891
2024-06-27,132180.66666666666,16909327530.222229
2024-06-28,127257.0,15645812561.666666
2024-06-29,134019.66666666666,17105898378.55556
2024-06-30,95864.66666666667,10768823567.555555
2024-07-01,102818.66666666667,10882026696.88889
2024-07-02,114512.33333333333,13506917693.222223
2024-07-03,65743.0,6560205884.333333
2024-07-04,59971.0,3460082425.6666665
2024-07-05,58541.0,3986484185.6666665
2024-07-06,80916.33333333333,5801089055.888889
2024-07-07,61975.0,4486110487.0
2024-07-08,74842.66666666667,5387712952.888888
2024-07-09,65010.666666666664,5089056147.555556
2024-07-10,94197.0,8132821252.333333
2024-07-11,92801.66666666667,8916435701.222221
2024-07-12,101005.33333333333,9510045720.888887
2024-07-13,112365.0,12126535508.333334
2024-07-14,107437.66666666667,11500948082.555555
2024-07-15,109315.33333333333,12193960383.555557
2024-07-16,104862.66666666667,10938018915.555555
2024-07-17,108096.33333333333,12178826039.888887
2024-07-18,68084.33333333333,5341694831.888888
2024-07-19,99215.0,9731386599.0
2024-07-20,113330.33333333333,13352110610.555557
2024-07-21,89770.66666666667,9358795342.222221
2024-07-22,28733.666666666668,900936231.8888887
2024-07-23,93688.33333333333,10955770829.222223
2024-07-24,103215.0,11684571372.333334
2024-07-25,117280.33333333333,14457877293.222223
2024-07-26,115198.33333333333,14161491573.222223
2024-07-27,112804.66666666667,13563818815.555552
2024-07-28,104004.33333333333,11472792271.888893
2024-07-29,80534.33333333333,9897012143.88889
2024-07-30,99067.66666666667,10254828522.555553
2024-07-31,91569.33333333333,9810310014.222223
2024-08-01,95912.0,9917338064.0
2024-08-02,90877.66666666667,10503585234.555555
2024-08-03,99863.33333333333,11335498378.222223
2024-08-04,80180.33333333333,7609340591.888892
2024-08-05,63986.0,4316334054.666667
2024-08-06,48701.0,2274528895.0
2024-08-07,88039.66666666667,9824192594.555553
2024-08-08,76195.33333333333,7513574079.555554
2024-08-09,65396.0,5074739600.0
2024-08-10,66932.0,5384167370.666667
2024-08-11,74422.0,6861127676.0
2024-08-12,83722.0,8024665206.666667
2024-08-13,91243.33333333333,10244733258.222221
2024-08-14,103899.0,12856687865.666666
2024-08-15,103691.66666666667,12823987274.555557
2024-08-16,83207.66666666667,10171147181.222221
2024-08-17,42111.333333333336,2831203578.2222233
2024-08-18,49646.0,4616802044.0
2024-08-19,84464.33333333333,9385202962.555555
2024-08-20,89163.66666666667,10245513301.222221
2024-08-21,79378.33333333333,9057205703.888887
2024-08-22,75418.33333333333,6832134781.222222
2024-08-23,88587.33333333333,10172213983.555557
2024-08-24,78111.33333333333,7927124815.55556
2024-08-25,73432.66666666667,7251238356.8888855
2024-08-26,74409.0,7295040551.0
2024-08-27,49652.666666666664,4626409364.88889
2024-08-28,49361.0,3618068935.0
2024-08-29,68578.66666666667,5955464243.555553
2024-08-30,59866.333333333336,4726055901.22222
2024-08-31,44923.0,3518587471.0
2024-09-01,55286.666666666664,4927157710.222223
2024-09-02,48276.333333333336,3113738170.5555573
2024-09-03,35943.666666666664,2033528893.2222223
2024-09-04,29833.0,1554635521.6666667
2024-09-05,54484.333333333336,5476170773.222222
2024-09-06,52754.666666666664,4274187534.2222233
2024-09-07,36983.666666666664,2590869277.222224
2024-09-08,33451.0,1900206415.0
2024-09-09,43415.333333333336,3968470927.555555
2024-09-10,51315.666666666664,4153438074.5555553
2024-09-11,59184.333333333336,5041947965.222222
2024-09-12,62946.666666666664,6068801278.222221
2024-09-13,52908.333333333336,4164783215.8888893
2024-09-14,38947.666666666664,2327707887.8888893
2024-09-15,48524.0,3498629626.6666665
2024-09-16,54218.0,4669266972.0
2024-09-17,28646.0,1869702940.0
2024-09-18,20332.0,1027637658.6666666
2024-09-19,49911.0,4513218887.0
2024-09-20,55385.333333333336,4788755560.888886
2024-09-21,42856.0,3458159888.0
2024-09-22,55809.0,5255721031.0
2024-09-23,44264.333333333336,3399959234.555554
2024-09-24,42559.0,2999676199.0
2024-09-25,42023.0,2937742673.6666665
2024-09-26,40469.666666666664,2789407666.5555563
2024-09-27,38363.0,2685747151.0
2024-09-28,40736.666666666664,2920279162.222223
2024-09-29,29314.666666666668,1608583155.5555563
2024-09-30,22841.333333333332,872094024.8888892
2024-10-01,33432.0,2159592250.6666665
2024-10-02,37069.333333333336,2646995395.5555553
2024-10-03,39050.333333333336,2809836589.222221
2024-10-04,34315.333333333336,2215630975.555556
2024-10-05,38588.333333333336,2797229066.555555
2024-10-06,24628.0,1548122304.0
2024-10-07,30685.666666666668,1816969671.888889
2024-10-08,19226.666666666668,941429000.8888885
2024-10-09,17212.333333333332,742724650.5555557
2024-10-10,28785.333333333332,1803339096.8888886
2024-10-11,26538.0,1334195489.3333333
2024-10-12,29951.333333333332,1898028831.555556
2024-10-13,31410.333333333332,1942768530.5555553
2024-10-14,22727.333333333332,1113125471.5555558
2024-10-15,25855.0,1367836284.3333333
2024-10-16,23713.0,1522938151.0
2024-10-17,30984.333333333332,2018940386.5555556
2024-10-18,28678.333333333332,1700648965.2222226
2024-10-19,19574.666666666668,837911390.2222219
2024-10-20,22230.0,1042227452.0
2024-10-21,16584.666666666668,635227748.888889
2024-10-22,19016.333333333332,777324109.2222224
2024-10-23,20305.666666666668,1014907610.5555555
2024-10-24,17449.666666666668,741704879.8888887
2024-10-25,16004.333333333334,657313514.5555557
2024-10-26,16483.666666666668,625722922.5555555
2024-10-27,17128.666666666668,761168884.8888887
2024-10-28,19543.0,934547463.0
2024-10-29,16077.666666666666,634068754.5555557
2024-10-30,15338.0,576055446.6666666
2024-10-31,16750.666666666668,692646707.5555555
2024-11-01,19200.0,939606624.0
2024-11-02,21411.333333333332,1122131386.222222
2024-11-03,15221.0,652746020.3333334
2024-11-04,9844.333333333334,287860266.5555554
2024-11-05,14368.333333333334,666432263.888889
2024-11-06,11736.0,469817408.0
2024-11-07,12231.333333333334,547345375.5555555
2024-11-08,15851.0,654696564.3333334
2024-11-09,16168.0,690107376.0
