Date,Mean_UV,Variance_UV
2024-05-27,106986.33333333333,7166208962.555556
2024-05-28,115378.66666666667,9180537918.222221
2024-05-29,84186.66666666667,5143202558.222221
2024-05-30,93668.0,5705750352.0
2024-05-31,92690.33333333333,8241999874.555558
2024-06-01,93126.33333333333,5405949455.888888
2024-06-02,112342.66666666667,8599071347.555555
2024-06-03,108240.0,7897496192.0
2024-06-04,121640.0,10481032021.333334
2024-06-05,105936.33333333333,9826871981.222227
2024-06-06,104013.33333333333,7611728622.222222
2024-06-07,127246.33333333333,11107280325.222223
2024-06-08,125175.33333333333,10628897690.222225
2024-06-09,106693.66666666667,8670777047.88889
2024-06-10,96556.33333333333,7579602549.222224
2024-06-11,67515.0,3837035124.3333335
2024-06-12,64366.333333333336,2187047311.888889
2024-06-13,68755.33333333333,4160440634.2222214
2024-06-14,36618.333333333336,1773627175.8888886
2024-06-15,100242.33333333333,7887956658.555556
2024-06-16,89380.33333333333,5042137973.222221
2024-06-17,101556.33333333333,5865663791.888889
2024-06-18,85139.66666666667,5763826026.555554
2024-06-19,128083.0,11269652148.333334
2024-06-20,114693.66666666667,9700925757.222223
2024-06-21,36599.666666666664,1991968274.5555573
2024-06-22,78242.66666666667,4219242867.5555553
2024-06-23,93306.66666666667,5555888718.222222
2024-06-24,119772.33333333333,10006542757.222223
2024-06-25,91030.33333333333,5998529247.888888
2024-06-26,51297.333333333336,2234868014.222223
2024-06-27,70468.33333333333,3752890885.222223
2024-06-28,74454.0,3429302508.0
2024-06-29,67662.0,7252230252.0
2024-06-30,74225.33333333333,3747573011.555556
2024-07-01,111851.66666666667,8876585685.222223
2024-07-02,100177.66666666667,10323431290.555555
2024-07-03,76185.66666666667,3332684245.222223
2024-07-04,107305.66666666667,9422398906.555555
2024-07-05,113019.66666666667,8940575903.888891
2024-07-06,115804.33333333333,8652683845.222225
2024-07-07,118443.0,9546557796.333334
2024-07-08,112271.66666666667,9295295975.888887
2024-07-09,120690.66666666667,10310353923.555555
2024-07-10,112414.0,9847064348.0
2024-07-11,75735.33333333333,4851318015.555556
2024-07-12,51760.0,3099074256.0
2024-07-13,67339.66666666667,4316467407.888888
2024-07-14,109783.0,9890840188.333334
2024-07-15,97996.0,7842515402.666667
2024-07-16,96385.0,7442289681.666667
2024-07-17,105157.66666666667,8500204157.222221
2024-07-18,76212.0,5212899498.666667
2024-07-19,71904.33333333333,3615194050.555556
2024-07-20,89053.0,5665537828.333333
2024-07-21,109739.0,9774542985.666666
2024-07-22,61445.0,4309308383.0
2024-07-23,85112.0,6113831248.0
2024-07-24,97758.33333333333,7487614255.888888
2024-07-25,50695.0,2419516220.3333335
2024-07-26,60605.333333333336,3341334472.888888
2024-07-27,71114.33333333333,4098086685.222222
2024-07-28,43941.0,2760559924.3333335
2024-07-29,31345.0,864135943.0
2024-07-30,51656.0,2727668522.6666665
2024-07-31,76630.66666666667,5608664296.888886
2024-08-01,59253.333333333336,2930040259.5555553
2024-08-02,63711.0,3703695185.6666665
2024-08-03,41880.666666666664,1925613199.5555556
2024-08-04,54483.333333333336,2600012874.2222223
2024-08-05,67238.33333333333,4180283141.222223
2024-08-06,77847.33333333333,5136028735.555556
2024-08-07,73891.33333333333,5431731850.222221
2024-08-08,58139.333333333336,2862668692.8888884
2024-08-09,51981.0,2387803860.3333335
2024-08-10,48170.666666666664,2102548494.222222
2024-08-11,42857.666666666664,1891032581.2222235
2024-08-12,31520.0,1188095024.0
2024-08-13,43357.333333333336,3121717726.222221
2024-08-14,28748.666666666668,1196900682.222222
2024-08-15,38336.0,2580584549.3333335
2024-08-16,31709.333333333332,1006273768.888889
2024-08-17,30117.0,1018317567.0
2024-08-18,55980.0,3289421498.6666665
2024-08-19,79540.0,6600044186.666667
2024-08-20,75083.0,6342052740.333333
2024-08-21,71783.0,5726616764.333333
2024-08-22,49850.0,2842119798.6666665
2024-08-23,50971.0,2731563103.0
2024-08-24,64096.666666666664,4798338127.555554
2024-08-25,70828.66666666667,5906305572.888886
2024-08-26,60171.666666666664,4874900938.555554
2024-08-27,53558.333333333336,3469143210.5555553
2024-08-28,54489.333333333336,3127002531.555556
2024-08-29,43981.666666666664,2559768354.555557
2024-08-30,42389.333333333336,2093150035.555555
2024-08-31,42243.333333333336,2779325556.88889
2024-09-01,19064.666666666668,435526090.2222221
2024-09-02,35577.0,1632040721.6666667
2024-09-03,38547.333333333336,1855788799.5555553
2024-09-04,46162.0,2778526870.6666665
2024-09-05,40234.666666666664,2368747491.5555563
2024-09-06,31489.0,1525713415.0
2024-09-07,23522.333333333332,762619650.5555558
2024-09-08,43232.0,2709603285.3333335
2024-09-09,28829.666666666668,1283735677.2222219
2024-09-10,43856.0,2514056160.0
2024-09-11,48895.0,3494334337.6666665
2024-09-12,45287.333333333336,3192317503.5555534
2024-09-13,36096.666666666664,1877613092.8888886
