Date,Mean_Temp_C,Variance_Temp_C
2024-01-01,-1.3952259063720476,9.934656797364974e-06
2024-01-02,-1.4063215891519956,6.593326866600869e-06
2024-01-03,-1.4170186360676855,1.5105812862101533e-05
2024-01-04,-1.4308812459309668,1.9057550364070467e-05
2024-01-05,-1.4457445780435971,1.608820780853017e-05
2024-01-06,-1.4607795715331804,1.766350760590285e-05
2024-01-07,-1.4721282958984148,1.0629436777283749e-05
2024-01-08,-1.4843544006347429,1.4653084993672868e-05
2024-01-09,-1.4982519785562924,1.6177431664093292e-05
2024-01-10,-1.5123523712157976,2.1134334626064327e-05
2024-01-11,-1.526836140950498,1.751248621278339e-05
2024-01-12,-1.5418266296386491,2.1001833374612033e-05
2024-01-13,-1.5581662495930761,2.484426982442124e-05
2024-01-14,-1.575886154174782,2.879139719880186e-05
2024-01-15,-1.5941769917805761,2.6592226479099027e-05
2024-01-16,-1.612760925292946,2.5653648966302473e-05
2024-01-17,-1.6304795583088965,2.7310073669973968e-05
2024-01-18,-1.6485218048095476,2.7705960140641157e-05
2024-01-19,-1.667801920572894,3.630442208506994e-05
2024-01-20,-1.6879664103189878,3.748770622122618e-05
2024-01-21,-1.7086617787678808,3.9183553680130804e-05
2024-01-22,-1.7289661407470476,3.429753148035767e-05
2024-01-23,-1.7502368927001726,3.979922257713042e-05
2024-01-24,-1.7717829386393003,2.8951494540605283e-05
2024-01-25,-1.7895015716552507,2.588637895920935e-05
2024-01-26,-1.8075864156087011,2.9021930660948983e-05
2024-01-27,-1.8266414642333757,3.305942542889776e-05
2024-01-28,-1.846952819824196,3.484397893771529e-05
2024-01-29,-1.867564900716123,3.567469280420078e-05
2024-01-30,-1.8879061381021909,3.3156653646276224e-05
2024-01-31,-1.9082918802896909,4.018711074928029e-05
2024-02-01,-1.93119087219236,4.918192886786225e-05
2024-02-02,-1.9550715128580503,4.573427658114168e-05
2024-02-03,-1.977876408894834,4.471955819301203e-05
2024-02-04,-2.001631800333636,4.236398146733539e-05
2024-02-05,-2.0253433227538835,4.8891485979159675e-05
2024-02-06,-2.0498133341471125,4.5375795000129284e-05
2024-02-07,-2.0732654571532976,4.550559121222856e-05
2024-02-08,-2.0970005035400163,5.356150237882199e-05
2024-02-09,-2.121293131510394,4.293122846219273e-05
2024-02-10,-2.1452487945556413,5.0975336004436635e-05
2024-02-11,-2.170542144775368,5.288783480258038e-05
2024-02-12,-2.194857660929339,5.0389828377066996e-05
2024-02-13,-2.218748474121071,4.914822056889534e-05
2024-02-14,-2.242179616292295,4.305263509094302e-05
2024-02-15,-2.2668098449706804,5.407300098643949e-05
2024-02-16,-2.291763051350889,5.4533320103978935e-05
2024-02-17,-2.317762120564756,6.560022747079427e-05
2024-02-18,-2.3463291168212663,7.252125093752208e-05
2024-02-19,-2.374353154500303,5.8293245173343974e-05
2024-02-20,-2.4019137064615657,6.709269008650961e-05
2024-02-21,-2.4321489969889094,8.078871986880484e-05
2024-02-22,-2.463762664794899,9.224542979306231e-05
2024-02-23,-2.4985666910807063,0.00011098826588648888
2024-02-24,-2.535842005411761,0.00012367104217345416
2024-02-25,-2.5765308380126726,0.00014771960195503198
2024-02-26,-2.6192586263020607,0.00015844854189910824
2024-02-27,-2.6646230061848732,0.00018437006252093447
2024-02-28,-2.7159936269124123,0.00026378833920009335
2024-02-29,-2.782199605305967,0.0004950047328343822
2024-03-01,-2.8625695546467873,0.0005391635442922255
2024-03-02,-2.943179194132464,0.0005287873205411921
2024-03-03,-3.0214739481607844,0.0005053825815492827
2024-03-04,-3.0979255676269304,0.0004761138358541454
2024-03-05,-3.1746289571126076,0.0004988349957986631
2024-03-06,-3.2546136220296,0.0006112287612470229
2024-03-07,-3.347231928507464,0.0008251784792163461
2024-03-08,-3.449093246459938,0.0009203979243466165
2024-03-09,-3.559767786661761,0.0011630430425510795
2024-03-10,-3.684462610880511,0.0013828248674043503
2024-03-11,-3.815218989054339,0.0014385376315557447
2024-03-12,-3.9487295786539485,0.0015070091075257447
2024-03-13,-4.085179392496722,0.001580486809770163
2024-03-14,-4.2228937784830505,0.001621280499320063
2024-03-15,-4.362074915568011,0.0015682009393963704
2024-03-16,-4.498046620686826,0.00152621699413026
2024-03-17,-4.633216603596982,0.0015242439484508296
2024-03-18,-4.767169698079404,0.0014587194244894718
2024-03-19,-4.899213536580381,0.0014058170292830458
2024-03-20,-5.029266103108701,0.0013865481968322352
2024-03-21,-5.155998611450173,0.0013004504592875794
2024-03-22,-5.280858739217099,0.0012862413904157518
2024-03-23,-5.405631764729795,0.0013214399595098153
2024-03-24,-5.53131777445473,0.0013552972518987695
2024-03-25,-5.6590312957763445,0.0013791349350261346
2024-03-26,-5.787806574503558,0.0014046062808322152
2024-03-27,-5.9178407033284275,0.0014267563039740909
2024-03-28,-6.048036321004209,0.0013744875415997945
2024-03-29,-6.176184082031227,0.0013718805081831913
2024-03-30,-6.304796600341774,0.0013702108262805268
2024-03-31,-6.4321331024169695,0.0013071134126221295
2024-04-01,-6.555920664469379,0.0012556628191507317
2024-04-02,-6.675981267293271,0.0011475148005249342
2024-04-03,-6.792791112263974,0.0011247360667362549
2024-04-04,-6.9077896118163835,0.0010773500932070117
2024-04-05,-7.021913274129209,0.0010769118764276048
2024-04-06,-7.134425226847308,0.0010560618922884008
2024-04-07,-7.2473784128824645,0.001074251951245565
2024-04-08,-7.360312525431293,0.0010244116900947928
2024-04-09,-7.46887880961098,0.000925864160510375
2024-04-10,-7.572270456949847,0.0008863581832782881
2024-04-11,-7.674391810099261,0.0008286632554599135
